CourseID,CIPChoiceID,Publicly,StatePublicly,CourseDept,CourseNo,CourseTitle,CourseDescription,ForCredit,MinCredits,MaxCredits,CEU,CreditType,CourseLevel,CoursePrereqs,EnrollProcedure,Admitted,AdmissInternet,RegInternet,RegistrarURL,CompleteFL
192,43.01,T,T,CCJ,3700,Methods Of Research In Criminal Justice,Evaluates the application of research methodologies as applied to the study of Public Safety Management. Prerequisite: STA 2023. (3 hr. Lecture),T,3,3,0,S,U,Prerequisite: STA 2023.,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
193,43.01,T,T,CCJ,4054,Ethics In The Criminal Justice System,An in depth study of moral$ ethical$ legal$ and professional issues and dilemmas facing individuals and organizations within the Criminal Justice systems. Prerequisite: PHI 2604. (3 hr. Lecture),T,3,3,0,S,U,Prerequisite: PHI 2604.,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
194,43.01,T,T,CCJ,4450,Criminal Justice Administration,An analysis of leadership styles$ management principles$ supervisory techniques$ policies and procedures within Law Enforcement agencies. Prerequisite: CCJ 1020. (3 hr. Lecture),T,3,3,0,S,U,Prerequisite: CCJ 1020.,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
195,43.01,T,T,CCJ,4651,Drugs And Crime,An analysis of the interrelationship among drug usage$ crime and the criminal justice system. Prerequisite: CCJ 2650. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: CCJ 2650,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
196,11.01,T,T,CGS,3763,Operating System Principles,This upper division course$ for students majoring in Information Systems Technology$ introduces fundamental operating system topics and includes both computer system and operating system structure. Students will learn how processes$ threads$ concurrent programming$ interrupt handling$ CPU scheduling and process synchronization$ and I/O system memory management affect the system structure. Additionally$ students will learn how virtual memory$ deadlocks$ file system$ and command interpreter relateto client/server systems. Prerequisite: COP 1334. Special fee. (3 hr. lecture; 2 hr. lab),T,4,4,0,S,U,Prerequisite: COP 1334,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
197,11.01,T,T,CIS,3360,Principles Of Information Security,This upper division course$ for students majoring in Information Systems Technology$ provides an overview of information systems security principles$ practices$ methods$ and tools for organizational and institutional computing. Students will learn about the relationship between policy and security$ the mechanisms used to implement policies$ and the methodologies and technologies for assurance and vulnerability analysis and intrusion detection. Students will be required to perform security analyses$ and set up protection schemes. Prerequisites: CTS 1134 or CTS 1650. Special Fee. (3 hr. lecture$ 2 hr. lab),T,4,4,0,S,U,Prerequisites: CTS 1134 or CTS 1650.,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
201,43.01,T,T,CJE,3115,Police And Society,Identifies police roles and philosophies$ the nature of police work$ community policing$ and the debates pertaining to police discretion$ community relations$ and police misconduct. (3 hr. lecture),T,3,3,0,S,U,None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
202,43.01,T,T,CJE,3574,Interpersonal Communications For Law Enforcement,An examination of the communication process and how it affects the relationship between the police and the people they serve. Prerequisite: CCJ 1191$ SPC 1017. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: CCJ 1191$ SPC 1017,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
203,43.01,T,T,CJL,3044,Civil Law,A study of civil liability for damages caused by breach of an imposed duty$ which includes intentional torts$ negligence$ strict liability$ product liability$ civil nuisance$ defamation$ civil wrongful invasion of privacy$ and damages. Prerequisite: CJL 1100. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: CJL 1100,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
205,43.01,T,T,DSC,1006,Introduction To Homeland Security,This course will introduce students to the vocabulary and important components of Homeland Security. Students will learn about the agencies associated with Homeland Security and their interrelated duties and relationships. (3 hr. lecture),T,3,3,0,S,U,None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
206,43.01,T,T,DSC,2242,Transportation And Border Security,This course introduces students to global supply chains and intermodal transportation systems. Students will learn the threats to these systems$ their vulnerabilities and potential for terrorist attacks$ and the measures being undertaken to secure them.(3 hr. lecture),T,3,3,0,S,U,None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
207,43.01,T,T,DSC,2590,Intelligence Analysis And Security Management,This course examines intelligence analysis and its indispensable relationship to the security management of terrorist attacks$ man-made disasters and natural disasters. Students will learn substantive issues regarding intelligence support of Homeland Security measures implemented by the United States and explore how the intelligence community operates. (3 hr. lecture ),T,3,3,0,S,U,None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
208,52.08,T,T,FIN,3400,Finance For Non-Financial Managers,The students will learn to apply their financial skills and decision-making abilities to address financial issues in a business environment. They will learn how financial markets influence their decisions and the role of financial intermediaries in these markets. Emphasis will be placed on financial and capital budgeting$ working capital management$ short and long term financing$ valuation of the firm$ and overall capital structure. The course will require the student to apply the time value of money through the use of present and future value scenarios. This course must be met with a grade of C or higher. Pre-requisites ACG 2071 and FIN 2000 and (QMB 2100 or STA 2023) with a grade of C or higher. (3 hour lecture),T,3,3,0,S,U,Pre-requisites ACG 2071 and FIN 2000 and (QMB 2100 or STA 2023) with a grade of C or higher.,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
209,52.08,T,T,FIN,3403,Financial Management,Students will learn the sources and uses of funds as they relate to financial decision making in the corporate form of enterprise. Emphasis is placed on working capital management$ capital budgeting techniques$ short and long term financing$ and capital structure and the value of the firm. This course emphasizes the use of formulas and spreadsheets through Excel. Prerequisites: ACG 2071$ 2071L$ CGS 1060$ QMB 2100 and 2100L. (3 hr. lecture),T,3,3,0,S,U,Prerequisites: ACG 2071$ 2071L$ CGS 1060$ QMB 2100 and 2100L,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
210,52.02,T,T,GEB,3358,International Negotiations And Transactions,This course presents business negotiations in selected regions of the world. Students will learn the skills of negotiation by analyzing international business cases and developing solutions to situations. Topics include overseas market research using both domestic and international sources and the application of theoretical and practical business knowledge to foreign situations and trade negotiations. The importance of culture$ language$ and values in international negotiations is emphasized. Prerequisites: MAN 2021 and TRA 1154. (3 hr. lecture),T,3,3,0,S,U,Prerequisites: MAN 2021 and TRA 1154.,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
211,52.02,T,T,MAN,3025,Organization Management,The student will learn the major functions of supervision and management including the functions of planning$ staffing$ directing and controlling. Emphasis is placed on learning how to communicate more effectively with employees and how to increase leadership effectiveness. Major topics include goal setting and attainment$ organizational structure$ decision-making$ strategic planning$ managing stress$ and ethical behavior and ethical role modeling. Cases that present the student with opportunities to make supervisory and management decisions$ along with timely feedback on their effectiveness$ will be used. This course must be met with a grade of C or higher. Pre-requisites: MAN2021 ( 3 hr. lecture ),T,3,3,0,S,U,Pre-requisites: MAN2021,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
212,52.02,T,T,MAN,3065,Business Ethics,In this course the student will learn how personal values and ethics influence the decision-making capacity of the manager within an organization. The student will learn about ethical theories and the roles they play in the social and corporate behavior of an organization. Issues such as diversity in the workplace$ intuition$ technology$ and the global environment of business$ will be included in case examples. The student will acquire an understanding of how an organization can institutionalize its ethical system. This course must be met with a grade of C or higher. Prerequisite: MAN2021 ( 3 hr. lecture ),T,3,3,0,S,U,Prerequisite: MAN2021,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
213,52.02,T,T,MAN,3240,Organizational Behavior,The student will learn about social behavioral sciences that can be applied to supervision and management. Major topics include motivation$ conflict$ corrective actions and rewards$ job related stress$ organizational dynamics$ the evolving global environment$ and the responsibility to stakeholders and the planetary environment. The student organizational behavior and how to integrate behavioral concepts will be reviewed in an effective managerial decision-making process.  This course must be met with a grade of C or higher.  Pre-requisites: MAN2021 ( 3 hr. lecture ),T,3,3,0,S,U,Prerequisite: MAN2021,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
214,52.02,T,T,MAN,3301,Human Resource Management,The student will learn the functions of Human Resource Management including human resource planning$ strategic development of human resources$ recruitment techniques$ selection and hiring processes$ compensation systems$ development of policy and procedures for effective and ethical human resource management$ performance review and evaluation systems$ working effectively with organized labor$ retention of employees$ and current issues in human resource management. The course will also include an exploration of human resources within the global business environment of a boundless organization.  This course must be met with a grade of C or higher.Pre-requisites: MAN2021 ( 3 hr. lecture ),T,3,3,0,S,U,None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
215,52.02,T,T,MAN,3504,Production Operations And Logistics Management,This course examines the integration of production operations and logistics management and how they enable an organization to compete successfully in business. Students will learn the relationships that exist between operations and the supply chain$ including operations and supply chain strategies$ business processes$ project management$ product design and development$ and inventory management. This course uses case study methodology. Prerequisites: MAN 2021 and TRA 1154. (3 hr. lecture),T,3,3,0,S,U,Prerequisites: MAN 2021 and TRA 1154,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
217,52.02,T,T,MAN,3554,Safety And Risk Management,This course will focus on safety and risk management with emphasis on how it applies to supply chain management. Students will learn the processes used to characterize and manage risk$ as well as maintain a safe operating environment with the protection of personnel$ assets$ and services. Hazard characteristics of products$ appropriate modes of transport$ carrier selection and qualifications$ packaging and container specifications$ driver training requirements$ financial issues$ security precautions$ warehousing risk$ OSHA$ hazardous materials handling$ and customer assessment will be addressed in this course. (1 hr. lecture),T,1,1,0,S,U,None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
219,52.02,T,T,MAN,4120,Leadership Challenges And Supervision,The student will learn to analyze leadership theories and will acquire an awareness of the dynamics of supervisory and managerial decision-making. Emphasis will be placed on team building$ crisis management$ social and environmental responsibility$ developing and communicating a vision$ developing a full set of managerial and leadership skills.  This course must be met with a grade of C or higher.  Pre-requisites: MAN3894 ( 3 hr. lecture ),T,3,3,0,S,U,Pre-requisites: MAN3894,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
220,52.02,T,T,MAN,4162,Customer Relations For Managers,Students will learn Customer Relations for Managers skills by exploring the dynamics of building solid and lasting relationships with customers. Topics will include doing business in a global environment$ cultural diversity$ the diversity of customs and global etiquette$ negotiation tactics$ global promotional tactics$ and acceptable professional and corporate behaviors in a global business environment.  This course must be met with a grade of C or higher.  Pre-requisites: MAN3894 ( 3 hr. lecture ),T,3,3,0,S,U,Pre-requisites: MAN3894,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
221,52.02,T,T,MAN,4523,Production Information Systems,This course presents the fundamental aspects of computer technology required by the systems that provide data to$ and derive information from$ production in manufacturing. Students will learn the techniques to organize$ store$ manipulate data$ report$ derive and analyze production information$ basics networking used in production$ as well as various forms of information systems. Prerequisites: CGS 1060 and MAN 2021. (3 hr. lecture),T,3,3,0,S,U,Prerequisites: CGS 1060 and MAN 2021,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
222,52.02,T,T,MAN,4720,Strategic Management Decision Making,The student will learn the designing$ planning$ and implementation of strategic decision-making in a business organization by identifying problems and designing possible solutions$ formulating plans$ goals$ and feedback mechanisms. Needs assessments and internal and external audits will be utilized to understand problems that are presented in cases that require effective strategic solutions. Emphasis will be placed on developing an effective strategic plan its effective implementation$ and its long-term results.  This course must be met with a grade of C or higher.  Pre-requisites: MAN3894 ( 4 hr. lecture ),T,3,3,0,S,U,Pre-requisites: MAN3894,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
223,51.38,T,T,NUR,3289,Foundations Of Gerontology,This course focuses on the special healthcare needs of the geriatric population. Students will learn the physical$ physiological$ psychosocial and geropharmacologic implications related to aging. The trends in the changing demographics and the social consequences of aging will be identified. Established geriatric assessment and evaluative tools will also be discussed. Prerequisite: Admission to the BSN - RN program N9100. (3 hr. lecture),T,3,3,0,S,U,None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
224,52.02,T,T,TRA,1154,Introduction To Supply Chain Management,This course is an introduction to the concepts$ principles and techniques in the field of supply chain management (SCM) with particular emphasis on the economic significance of distribution to business and the U.S. economy. Students will learn the interrelationship between logistics and other areas of business$ noting how the SCM pipeline can significantly impact customer loyalty by adding value. (3 hr. lecture),T,3,3,0,S,U,None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
225,52.02,T,T,TRA,2010,Intro To Transportation & Logistics,This course surveys the organization and operations of the commercial transportation industry and its impact on the bottom line of today's modern businesses. Students will learn to review regulations and processes affecting transportation and logistic functions as well as explore the industry job market and look at technologies and current issues shaping transportation and logistics. A.S. degree only. (3 hr. lecture),T,3,3,0,S,U,None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
226,52.02,T,T,TRA,3132,Purchasing And Inventory Management,This course provides a comprehensive introduction to the purchasing/procurement and supply chain management field. Students will learn purchasing and supply chain issues in a variety of settings$ from process industries to high tech manufacturing and services as well as public institutions. Emphasis is on the purchasing process as it relates to such topics as inventory control procedures$ price/cost analysis$ laws and ethics$ negotiations$ vendor selection and the development of vendor relationships. Prerequisites: MAN 2021 and TRA 1154. (3 hr. lecture),T,3,3,0,S,U,Prerequisites: MAN 2021 and TRA 1154.,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
228,11.01,T,T,CGS,2108,Advanced Desktop Applications,This is an advanced level course for major and non-major students who have completed CGS 1060$ Introduction to Microcomputer Usage. Students will learn advanced computer skills using software applications$ such as word processing$ spreadsheets$ database$ presentation graphics$ and communications and scheduling software. Students will also learn advanced file management techniques$ deal with security issues$ and troubleshoot hardware and software.Prerequisite: CGS1060. l aboratory fee. (3 hr. lecture; 2 hr. lab),T,4,4,0,S,U,.Prerequisite: CGS1060.,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
230,43.01,T,T,DSC,4012,Terrorism,A study of domestic and international terrorism$ using current events and past incidents for analysis$ to include the events$ the responses$ and the outcomes. Prerequisite: CCJ 1020. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: CCJ 1020.,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
231,43.01,T,T,CJE,4615,Advanced Criminal Investigations,The understanding$ interpretation$ and application of criminal investigative procedures in the U.S.$ based upon constitutional issues and legal precedent. Prerequisite: CJE 2600. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: CJE 2600.,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
232,32.01,T,T,CTS,1131,A+ Computer Essentials & Support,This is an intermediate level course designed for students preparing for A+ certification as a support technician. Students will learn how to install$ configure$ upgrade and replace computer system components; how to troubleshoot operating systems$ laptops$ portable devices$ printers$ scanners$ network devices and security measures; and how to provide professional IT support and customer service. Prerequisite: CGS 1560. Laboratory fee. A.S. degree credit only. (3 hr. lecture; 2 hr. lab),T,4,4,0,S,U,Prerequisite: CGS 1560,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
234,11.01,T,T,CGS,1540C,Database Concepts Design,This course is designed for computer science majors and non-majors who require a fundamental knowledge of databases and database management systems. Students will learn how to design$ implement and use databases to maintain and manipulate data. Students should have knowledge of basic computer concepts or seek faculty advisement.  (3 hr lecture; 2 hr lab),T,4,4,0,S,U,None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
236,16.01,T,T,SPN,1120,Elementary Spanish 1,An integrated (multi-media) approach to acquire proficiency in the basic skills (of the language)--listening/understanding$ speaking$ reading$ writing$ and cross-cultural awareness. Emphasis on practical vocabulary and accurate pronunciation. Practice in class and laboratory in understanding and using the spoken language; reading and writing with progressive grammatical explanations. (4 hr. lecture),T,4,4,0,S,U,None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
237,16.01,T,T,SPN,1121,Elementary Spanish 2,A continuation of SPN 1120. A proficiency-oriented course emphasizing the mastery of the basic skills of the language. Prerequisite: SPN 1120. (4 hr. lecture),T,4,4,0,S,U,Prerequisite: SPN 1120. ,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
239,16.01,T,T,FOT,2826,Legal Translation,Continuation of FOT 2802. Written translations of multi-page documents and/or articles containing legal$ technical and other specialized vocabulary from the source language into the target language. Firsthand translation experience by participating in a "translator's bureau$" or an "internship" or practical training program. (3 hr. lecture),T,3,3,0,S,U,None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
241,52.02,T,T,MAN,4941,Management Internship,The student will learn management techniques by becoming an employee or intern (on a paid or unpaid basis) at either a not-for-profit or for-profit organization. The student will be required to work at least 144 hours required by the state to earn the credit for the internship. The student will work with their MDC Faculty and Supervising Employer to establish a set of assignments / learning goals that will be achieved during the semester.&nbsp;&nbsp; This course must be met with a grade of "C" or higher.&nbsp; Pre/Corequisite: MAN4900 (3 credits),T,3,3,0,S,U,Pre/Corequisite: MAN4900,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
242,52.02,T,T,MAN,4900,Capstone Project,Student will apply and integrate the knowledge and skills learned throughout the program by completing a capstone project. Student will identify a business opportunity; conduct an industry feasibility assessment and operational mapping; evaluate market condition; construct a marketing plan$ and formulate a financial plan for implementing and managing an existing or new business venture; and evaluate the role of ethic$ social$ and environmental responsibility within a business. Must pass course with a grade of "C" or higher. (3 hr. lecture),T,3,3,0,S,U,None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
244,43.01,T,T,CJE,1640,Crime Scene Technology 1,This is an introductory course in Crime Scene Technology. Students will learn the techniques$ materials and instrumentation used in securing$ searching$ recording$ collecting$ and examing physical evidence. There will be special emphasis on the tools$ instruments$ and techniques used in the studies of crime scene reconstruction$ fingerprints$ firearms$ tool marks$ and blood stain pattern analysis. (3 hr. lecture),T,3,3,0,S,U,None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
245,26.01,T,T,EVR,1001,Introduction To Environmental Sciences,Students will learn a conceptual approach to understanding the interrelationships of humans and natural processes at work in the environment. Application to local issues as well as broader global problems and prospects will be made$ with emphasis on sustainable development. Special fee. (3 hr. lecture),T,3,3,0,S,U,None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
246,50.07,T,T,ARH,1000,Art Appreciation,The role of art in everyday living in the home$ the school and the community. A lecture course illustrated with films and slides. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
247,52.02,T,T,MAN,4520,Quality Management,This course provides an understanding of various theories of quality management (QM). Students will learn how organizations can develop excellence through the adoption of continuous improvement and process management. The course analyzes and uses various process management techniques$ continuous improvement tools$ and strategies to improve quality. The conceptual and analytical skills acquired in this course enable students to provide leadership in shaping a culture for quality within an organization and determining the effectiveness of quality initiatives such as Total QM$ Six Sigma$ Process Capability$ Process Control$ and Customer Relationships. Prerequisite: MAN 2021. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: MAN 2021.,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
249,52.02,T,T,BUL,4461,Law Of International Trade,Students will learn to interpret laws of international trade$ licensing$ and customers regulation. This course also addresses U.S. customs regulations$ classification of merchandise$ application of tariff rules$ duty free treatment$ importing and exporting$ liquidation inspection$ search and seizure$ and fines and penalties. In addition$ the course will review the general rules and how to interpret the harmonized tariff schedule. Prerequisites: MAN 2021 and GEB 3358. (3 hr. lecture),T,3,3,0,S,U,Prerequisites: MAN 2021 and GEB 3358.,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
251,52.02,T,T,MNA,1345,Effective Supervision,Students will learn to implement supervisory and management practices. Emphasis is placed on learning to communicate more effectively with employees$ motivating employees$ increasing one's leadership effectiveness$ delegating$ counseling problem employees$ conducting performance reviews$ maintaining a discrimination and harassment-free workplace$ and managing time. Special fee. (3 hr. lecture),T,3,3,0,S,U,None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
252,52.02,T,T,ISM,4011,Management Information Systems,The student will use information technology software to assist in making decisions of a business nature. The course will examine the use of computer systems and information technology and their applications to make more effective business decisions. The course will include the latest terminology$ techniques and applications of information systems in a business organization. This course must be met with a grade of C or higher.  Pre-requisites: CGS1060$ Senior status or permission by department chair .( 4 hr. lecture ),T,3,3,0,S,U,Pre-requisites: CGS1060$,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
253,52.16,T,T,TAX,2010,Business Taxes & Returns,A practical course on the various tax reports and forms required in an accounting office. Topics include payroll deposits$ payroll returns$ corporate tax return$ annual report$ tangible and intangible tax returns$ sales taxes$ employment forms and licenses. (3 hr. lecture),T,3,3,0,S,U,None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
254,4.020,T,T,ARC,2201,Theory Of Architecture,An introduction to the meaning of Architecture to society$ the foundation theories of architecture and an exposure to the ways and means of the creative process. Prerequisite: ARC 1115. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: ARC 1115.,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
255,4.020,T,T,ARC,2461,Architectural Materials And Construction 1,An introduction to basic materials and methods of building construction. Emphasis is on wood$ concrete$ unit masonry$ and light steel construction. Laboratory projects may include working drawings interpretation$ sketching construction details$ or field trips to construction sites and fabricant plants. Designed primarily as the initial materials and methods course for architectural transfer students. Prerequisite: ARC 1126 or BCN 1251. Laboratory fee. (2 hr. lecture; 4 hr. lab),T,4,4,0,S,U,Prerequisite: ARC 1126 or BCN 1251,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
257,4.020,T,T,ARC,2702,History Of Architecture 2,A general survey of architecture from the 19th century through the present$ including an integration of art forms$ structural forms$ and ornamental forms used in various cultures of the world during these times. Fulfills Gordon Rule writing requirement. (3 hr. lecture),T,3,3,0,S,U,None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
259,<font color=red>99.99</font>,T,T,FSE,1000,History Of Funeral Service,This course traces the origins of funeral service practice from antiquity to modern day practice. Students will learn the evolution of the ethical obligations$ fundamental requirements$ skills$ aptitudes$ and qualifications of funeral service professionals. Requires a grade of C or better to pass the course. ( 3 hr. lecture ),T,3,3,0,S,U,None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
263,24.01,T,T,ESC,1000,General Education Earth Science,Selected concepts and principles of earth science taken from the areas of astronomy$ geology$ meteorology and oceanography. (3 hr. lecture),T,3,3,0,S,U,None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
264,26.01,T,T,SLS,1106,First Year Experience Seminar,This course is designed to provide students a forum for transitioning into college. Students will learn to develop the skills required for success in college and beyond. This course is intended for first time in college students$ who are seeking an Associate in Arts degree program. (1 hr. lecture),T,1,1,0,S,U,None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
280,52.07,T,T,ENT,2212,Entrepreneurial Leadership,The student will learn key skills and traits of successful entrepreneurs. Students will explore the notion of values-based business formation$ personal strength and weakness identification$ leadership for team building$ project and personal time management$ and story-telling. ( 3 hr. lecture ),T,3,3,0,S,U,None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
281,52.07,T,T,ENT,2201,Introduction To Lean Start-Up,The student will learn how successful start-ups find a repeatable$ scalable business model that creates value for themselves and customers. In this experientially driven course$ student teams develop$ validate and refine a business model by creating a hypothesis$ designing products/services$ testing the hypotheses$ and reflecting on what has been learned. Prerequisite: GEB2112 (3 Hr. Lecture),T,3,3,0,S,U,Prerequisite: GEB2112,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
282,52.07,T,T,ENT,2612,Creativity$ Innovation And Human Centered Design,This course will lead students through major phases of the creative problem solving process and methods of human centered - design thinking. Students will learn the basic skills for creative problem solving$ innovation$ and user-centered design. Students will identify and evaluate problems and opportunities; they will sketch$ create$ develop$ test$ and select the best prototyping options for a new product or service. ( 3 hr. lecture ),T,3,3,0,S,U,None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
287,52.02,T,T,MAN,2300,Human Resources Management,Reviews how the personnel/human resources department contributes to overall planning and profitability of an organization. Major topics include typical personnel functions: recruitment and selection$ training$ performance appraisal$ job analysis$ and compensation and benefits administration. Class discussions will focus on changing value systems in the work force and the resulting challenges for managers. (3 hr. lecture),T,3,3,0,S,U,None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
288,52.02,T,T,MNA,2120,Human Relations In Business,Students will learn to implement human relations and communication skills necessary for superior performance and career advancement in the business profession. Emphasis is placed on learning and practicing effective interpersonal communication skills$ giving criticism tactfully$ expressing feelings constructively$ being more sensitive to body language messages$ and active listening. Other major topics emphasized are building self-esteem$ learning how values and attitudes influence job performance and work relationships$ assertion skills$ group dynamics and team building$ managing conflict$ dealing with difficult people$ and the challenges and opportunities of getting along in a culturally diverse workplace. Special fee. (3 hr. lecture),T,3,3,0,S,U,None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
290,45.02,T,T,ANT,2000,Introduction To Anthropology,This course covers the theoretical and conceptual fundamentals for understanding the human species through an integrated study of the cultural$ biological$ evolutionary and linguistic aspects of our kind. Students will learn about human origins as well as human cultural diversity from antiquity to the present. (3 hr. lecture),T,3,3,0,S,U,None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
291,11.01,T,T,CIS,2331,Systems Analysis$ Design And Implementation,This course is designed for computer and information technology majors. Students learn to investigate$ analyze$ plan$ design$ implement and document an information system using the traditional Systems Development Life Cycle (SDLC). ( 4 hr. lecture 2 hr. lab ),T,5,5,0,S,U,None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
292,43.01,T,T,CJC,4163,Advanced Probation & Parole,A study of the process in which a convicted person can be released into society by means of probation or parole. Prerequisite: CJC 1162. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: CJC 1162,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
293,43.01,T,T,CCJ,4641,Organized Crime,An analysis of organized crime in today's society$ as well as$ past$ present$ and future perspectives of the topic. (3 hr. Lecture),T,3,3,0,S,U,None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
294,23.01,T,T,LIT,2000,Introduction To Literature,Students will learn about various works of literature from different genres (including but not limited to: short story$ play$ poetry$ novel$ and essay). This course fulfills the Gordon Rule writing requirement and must be completed with a C or better. Prerequisite: ENC 1101. (3 hr. lec.),T,3,3,0,S,U,Prerequisite: ENC 1101.,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
314,11.01,T,T,COP,2335,Programming Using C++,Not available,T,4,4,0,S,U,CGS1060$ COP1334  ,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
328,27.01,T,T,MAT,0029,Developmental Math 2,
